"Product","Package ID","Batch","Strain","Vendor","Date of manufacture","Brand","Harvest date","Producer"
Lucky Funk 3.5g - Value,42497,221014-009,Lucky Funk,,,Origin 51 [Fifty One],1/11/2023,
GMO Pie 3.5g - Value,42348,221025-001,GMO Pie,,,Origin 51 [Fifty One],2/1/2023,
Pineapple Express 3.5g - Value,42508,221025-004,Pineapple Express,,,Origin 51 [Fifty One],2/1/2023,
Lumen Sugar Wax 1g -  Jokerz Candy,42701,230223-001,Jokerz Candy,"Forever 46, LLC - 00000057DCHF00477864",6/5/2023,iLAVA,2/23/2023,
ClearGold Cartridge 1000mg - Granddaddy Purple,42700,230124-002CGGP,Granddaddy Purple,"Forever 46, LLC - 00000057DCHF00477864",4/28/2023,iLAVA,10/3/2022,
ClearGold Cartridge 500mg - Granddaddy Purple,42699,230124-002CGGP,Granddaddy Purple,"Forever 46, LLC - 00000057DCHF00477864",4/28/2023,iLAVA,10/3/2022,
Entourage Night Gummies 100mg - Wildberry,42695,221101-002-WB,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",5/30/2023,iLAVA,10/31/2022,
Magma Sugar Wax 2.5g - Zack's Cake,42691,230228-005,Zack's Cake,"Forever 46, LLC - 00000057DCHF00477864",6/5/2023,iLAVA,2/28/2023,
zenzona Vegan Gummies Blood Orange 100mg - Sativa,42690,221101-002-ZBO,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",6/1/2023,ZENZONA,10/31/2022,
Magma Sugar Wax 2.5g - Mendo Dosi,42689,230503-008,Mendo Dosi,"Forever 46, LLC - 00000057DCHF00477864",5/3/2023,iLAVA,3/1/2023,
zenzona Vegan Gummies Blackberries and Cream 100mg RSO - Hybrid,42688,221227-001-BBC,Super Glue,"Forever 46, LLC - 00000057DCHF00477864",5/31/2023,ZENZONA,12/27/2022,
zenzona Vegan Gummies Blackberry Cucumber 100mg - Hybrid,42687,221101-002-BC,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",5/30/2023,ZENZONA,10/31/2022,
zenzona Vegan Gummies Raspberry 100mg - Sativa,42654,221101-002-RA,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",5/29/2023,ZENZONA,10/31/2022,
zenzona Vegan Gummies Pineberry 100mg RSO - Indica,42653,221101-002,Hybrid Blend,,,ZENZONA,11/1/2022,
Magma Budder 2.5g - Sonoran Lava,42651,230503-013,Sonoran Lava,"Forever 46, LLC - 00000057DCHF00477864",5/3/2023,iLAVA,3/16/2023,
Magma Sugar Wax  2.5g - Jokerz Treat,42608,230503-003,Jokerz Treat,"Forever 46, LLC - 00000057DCHF00477864",5/3/2023,iLAVA,2/21/2023,
Magma Sugar Wax 2.5g - Mt Lemmon Lava,42588,230503-010,Mt Lemmon Lava,"Forever 46, LLC - 00000057DCHF00477864",5/3/2023,iLAVA,3/16/2023,
Lucky Funk 14g - Value,42493,221014-009,Lucky Funk,,,Origin 51 [Fifty One],1/11/2023,
zenzona Vegan Gummies 1:1 (100mgCBD/100mg THC) Sour Citrus - Hybrid,42514,221101-002-SC,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",5/26/2023,ZENZONA,11/1/2022,
zenzona Vegan Gummies Italian Zorbet 100mg RSO - Sativa,42513,230511-002-IZ,Blue Dream X,"Forever 46, LLC - 00000057DCHF00477864",5/26/2023,ZENZONA,4/19/2023,
Floss Sugar 3.5g - Value,42349,221025-002,Floss Sugar,,,Origin 51 [Fifty One],2/1/2023,
Pineapple Express 14g - Value,42411,221025-004,Pineapple Express,,,Origin 51 [Fifty One],2/1/2023,
Mint Mango 3.5g - Value,42408,221011-001,Mint Mango,,,Origin 51 [Fifty One],12/5/2022,
Indica PM Chocolates Dark 200mg,42510,221101-002-2PM,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",5/26/2023,INDICA PM,11/1/2022,
Magma Budder 2.5g - Jokerz Treat,42509,230503-005,Jokerz Treat,"Forever 46, LLC - 00000057DCHF00477864",5/3/2023,iLAVA,2/21/2023,
Magma Sugar Wax 1g - Jokerz Treat,42506,230503-003,Jokerz Treat,"Forever 46, LLC - 00000057DCHF00477864",5/3/2023,iLAVA,2/21/2023,
zenzona Vegan Gummies Pineberry 100mg RSO - Indica,42505,221227-002-PB,Wedding Cake,"Forever 46, LLC - 00000057DCHF00477864",5/24/2023,ZENZONA,12/26/2022,
Magma Budder 2.5g - Gastropop,42502,230426-004,Gastropop,"Forever 46, LLC - 00000057DCHF00477864",4/26/2023,iLAVA,3/9/2023,
Magma Budder 1g - Jokerz Treat,42499,230503-005,Jokerz Treat,"Forever 46, LLC - 00000057DCHF00477864",5/3/2023,iLAVA,2/21/2023,
Magma Crumble 1g - Gastropop,42495,230426-003,Gastropop,"Forever 46, LLC - 00000057DCHF00477864",4/26/2023,iLAVA,3/9/2023,
Magma Sugar Wax 1g - Apple Fritter,42494,230503-006,Apple Fritter,"Forever 46, LLC - 00000057DCHF00477864",5/3/2023,iLAVA,3/1/2023,
Magma Budder 1g - Gastropop,42492,230426-004,Gastropop,"Forever 46, LLC - 00000057DCHF00477864",4/26/2023,iLAVA,3/9/2023,
Lumen Sugar Wax 1g - Millionaire Gelato,42489,230523-003,Millionaire Gelato,"Forever 46, LLC - 00000057DCHF00477864",5/23/2023,iLAVA,4/19/2023,
Magma Crumble 1g - Gastropop,42488,230426-003,Gastropop,"Forever 46, LLC - 00000057DCHF00477864",4/26/2023,iLAVA,3/9/2023,
Magma Budder 2.5g - Chocolate Marshmellow,42486,230215-002,Chocolate Marshmellow,"Forever 46, LLC - 00000057DCHF00477864",6/1/2023,iLAVA,2/15/2023,
Magma Budder 2.5g - ICS,42459,230404-002,ICS,"Forever 46, LLC - 00000057DCHF00477864",5/31/2023,iLAVA,3/22/2023,
Magma Budder 2.5g - Blue Dream X,42439,230209-002,Blue Dream X,"Forever 46, LLC - 00000057DCHF00477864",5/31/2023,iLAVA,2/9/2023,
ClearGold Cartridge 1000mg - Bubba Kush,42431,230124-002CGBB,Bubba Kush,"Forever 46, LLC - 00000057DCHF00477864",4/28/2023,iLAVA,10/3/2022,
ClearGold Cartridge 500mg - Bubba Kush,42430,230124-002CGBB,Bubba Kush,"Forever 46, LLC - 00000057DCHF00477864",4/28/2023,iLAVA,10/3/2022,
G-Code 3.5g - Value,42284,221025-007,G-Code,,,Origin 51 [Fifty One],2/1/2023,
G-Code 14g - Value,42290,221025-007,G-Code,,,Origin 51 [Fifty One],2/1/2023,
Frosted Apricots 3.5g - Value,42347,221014-007,Frosted Apricots,,,Origin 51 [Fifty One],1/17/2023,
ClearGold Cartridge 1000mg - Cherry Pie,42351,221109-001CGCP,Cherry Pie,"Forever 46, LLC - 00000057DCHF00477864",3/9/2023,iLAVA,4/25/2022,
ClearGold Cartridge 500mg - Cherry Pie,42350,221109-001CGCP,Cherry Pie,"Forever 46, LLC - 00000057DCHF00477864",3/9/2023,iLAVA,4/25/2022,
ClearGold Cartridge 1000mg - Granddaddy Purple,42333,221109-001CGGP,Granddaddy Purple,"Forever 46, LLC - 00000057DCHF00477864",3/9/2023,iLAVA,4/25/2022,
ClearGold Cartridge 500mg - Granddaddy Purple,42332,221109-001CGGP,Granddaddy Purple,"Forever 46, LLC - 00000057DCHF00477864",3/9/2023,iLAVA,4/25/2022,
ClearGold Cartridge 1000mg - Gelato,42296,230124-002CGGL,Gelato,"Forever 46, LLC - 00000057DCHF00477864",4/28/2023,iLAVA,10/3/2022,
ClearGold Cartridge 500mg - Gelato,42295,230124-002CGGL,Gelato,"Forever 46, LLC - 00000057DCHF00477864",4/28/2023,iLAVA,10/3/2022,
ClearGold Cartridge 1000mg - Super Lemon Haze,42294,221109-001CGSL,Super Lemon Haze,"Forever 46, LLC - 00000057DCHF00477864",5/29/2023,iLAVA,11/9/2022,
ClearGold Cartridge 500mg - Super Lemon Haze,42293,221109-001CGSL,Super Lemon Haze,"Forever 46, LLC - 00000057DCHF00477864",5/29/2023,iLAVA,11/9/2022,
ClearGold Cartridge 1000mg - King Louis XIII,42292,221109-001CGKL,King Louis XIII,"Forever 46, LLC - 00000057DCHF00477864",3/9/2023,iLAVA,4/25/2022,
ClearGold Cartridge 500mg - King Louis XIII,42291,221109-001CGKL,King Louis XIII,"Forever 46, LLC - 00000057DCHF00477864",3/9/2023,iLAVA,4/25/2022,
Lumen Budder 2.5g - Emergency,42288,230314-003,Emergency,"Forever 46, LLC - 00000057DCHF00477864",5/29/2023,iLAVA,3/14/2023,
Lumen Budder 2.5g - Larry Lem OG,42287,230328-003,Larry Lem OG,"Forever 46, LLC - 00000057DCHF00477864",5/29/2023,iLAVA,3/28/2023,
Lumen Budder 2.5g - Millionaire Gelato,42286,Millionaire Gelato-221226.0001,Millionaire Gelato,"Forever 46, LLC - 00000057DCHF00477864",5/29/2023,iLAVA,12/26/2022,
Magma Budder 2.5g - G-Code,42285,230215-001,G-Code,"Forever 46, LLC - 00000057DCHF00477864",5/29/2023,iLAVA,9/20/2022,
Magma Budder 2.5g - Apple Fritter,42282,230328-001,Apple Fritter,"Forever 46, LLC - 00000057DCHF00477864",5/29/2023,iLAVA,3/28/2023,
Hi Keto Chocolate Chip Cookies 100mg RSO- Indica,42271,221227-002-HK,Wedding Cake,,5/25/2023,HI KETO,12/26/2022,
Atomic Cartridge 1000mg - Wedding Cake,42270,230315-005,Wedding Cake,"Forever 46, LLC - 00000057DCHF00477864",5/26/2023,iLAVA,3/15/2023,
Atomic Cartridge 1000mg - Orange Cookies,42269,230315-007,Orange Cookies,"Forever 46, LLC - 00000057DCHF00477864",5/26/2023,iLAVA,3/15/2023,
Atomic Cartridge 500mg - Orange Cookies,42268,230315-007,Orange Cookies,"Forever 46, LLC - 00000057DCHF00477864",5/26/2023,iLAVA,3/15/2023,
zenzona Vegan Gummies Brazilian Grape 100mg - Indica,42199,221101-002-JB,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",5/23/2023,ZENZONA,10/31/2022,
Atomic Cartridge 1000mg - Blue Dream X,42198,230315-004,Blue Dream X,"Forever 46, LLC - 00000057DCHF00477864",5/25/2023,iLAVA,3/15/2023,
Atomic Cartridge 500mg - Blue Dream X,42197,230315-004,Blue Dream X,"Forever 46, LLC - 00000057DCHF00477864",5/25/2023,iLAVA,3/15/2023,
Atomic Cartridge 1000mg - Jokerz Treat,42192,230315-006,Jokerz Treat,"Forever 46, LLC - 00000057DCHF00477864",5/25/2023,iLAVA,3/15/2023,
Atomic Cartridge 500mg - Jokerz Treat,42191,230315-006,Jokerz Treat,"Forever 46, LLC - 00000057DCHF00477864",5/25/2023,iLAVA,3/15/2023,
Atomic Cartridge 1000mg - ICS,42148,230315-003,ICS,"Forever 46, LLC - 00000057DCHF00477864",5/25/2023,iLAVA,3/15/2023,
Atomic Cartridge 500mg - ICS,42147,230315-003,ICS,"Forever 46, LLC - 00000057DCHF00477864",5/25/2023,iLAVA,3/15/2023,
Atomic Cartridge 1000mg - Jelly Donut,42091,230315-002,Jelly Donut,"Forever 46, LLC - 00000057DCHF00477864",5/25/2023,iLAVA,3/15/2023,
Atomic Cartridge 500mg - Jelly Donut,42090,230315-002,Jelly Donut,"Forever 46, LLC - 00000057DCHF00477864",5/25/2023,iLAVA,3/15/2023,
zenzona Vegan Gummies Prickly Pear 100mg - Hybrid,42089,221101-002-PP,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",5/22/2023,ZENZONA,10/31/2022,
Atomic Cartridge 1000mg - Wedding Cake,42072,230315-005,Wedding Cake,"Forever 46, LLC - 00000057DCHF00477864",5/24/2023,iLAVA,3/15/2023,
Atomic Cartridge 500mg - Wedding Cake,42071,230315-005,Wedding Cake,"Forever 46, LLC - 00000057DCHF00477864",5/24/2023,iLAVA,3/15/2023,
Molecular Live Resin Cartridge 500mg - Jokers Candy,42068,221226-001LR,Jokers Candy,"Forever 46, LLC - 00000057DCHF00477864",5/24/2023,iLAVA,12/26/2022,
Magma Budder 1g - ICS,42066,230404-002,ICS,"Forever 46, LLC - 00000057DCHF00477864",5/24/2023,iLAVA,3/22/2023,
ClearGold Cartridge 1000mg - White Widow,42062,221109-001CGWW,White Widow,"Forever 46, LLC - 00000057DCHF00477864",3/9/2023,iLAVA,4/25/2022,
ClearGold Cartridge 500mg - White Widow,42061,221109-001CGWW,White Widow,"Forever 46, LLC - 00000057DCHF00477864",3/9/2023,iLAVA,4/25/2022,
ClearGold Cartridge 1000mg - God's Gift,42032,230124-002CGGF,God's Gift,"Forever 46, LLC - 00000057DCHF00477864",4/28/2023,iLAVA,10/3/2022,
ClearGold Cartridge 500mg - God's Gift,42031,230124-002CGGF,God's Gift,"Forever 46, LLC - 00000057DCHF00477864",4/28/2023,iLAVA,10/3/2022,
Lumen Sugar Wax 1g -  Jokerz Candy,42027,230223-001,Jokerz Candy,"Forever 46, LLC - 00000057DCHF00477864",5/24/2023,iLAVA,2/23/2023,
ClearGold Cartridge 1000mg - Jack Herer,42018,221109-001CGJH,Jack Herer,"Forever 46, LLC - 00000057DCHF00477864",5/24/2023,iLAVA,11/9/2022,
ClearGold Cartridge 500mg - Jack Herer,42016,221109-001CGJH,Jack Herer,"Forever 46, LLC - 00000057DCHF00477864",5/24/2023,iLAVA,11/9/2022,
ClearGold Cartridge 1000mg - Mai Tai,41945,221109-001CGMT,Mai Tai,"Forever 46, LLC - 00000057DCHF00477864",1/25/2023,iLAVA,4/25/2022,
ClearGold Cartridge 500mg - Mai Tai,41944,221109-001CGMT,Mai Tai,"Forever 46, LLC - 00000057DCHF00477864",1/25/2023,iLAVA,4/25/2022,
zenzona Vegan Gummies Blackberries and Cream 100mg RSO - Hybrid,41943,221227-001-BBC,Super Glue,"Forever 46, LLC - 00000057DCHF00477864",5/18/2023,ZENZONA,12/27/2022,
ClearGold Cartridge 1000mg - Banana Kush,41938,221109-001CGBK,Banana Kush,"Forever 46, LLC - 00000057DCHF00477864",3/9/2023,iLAVA,4/25/2022,
ClearGold Cartridge 500mg - Banana Kush,41937,221109-001CGBK,Banana Kush,"Forever 46, LLC - 00000057DCHF00477864",3/9/2023,iLAVA,4/25/2022,
Magma Budder 1g - Jokerz Treat,41936,230503-005,Jokerz Treat,"Forever 46, LLC - 00000057DCHF00477864",5/3/2023,iLAVA,2/21/2023,
ClearGold Cartridge 1000mg - Northern Lights,41931,221109-001CGNL,Northern Lights,"Forever 46, LLC - 00000057DCHF00477864",3/9/2023,iLAVA,4/25/2022,
ClearGold Cartridge 500mg - Northern Lights,41930,221109-001CGNL,Northern Lights,"Forever 46, LLC - 00000057DCHF00477864",3/9/2023,iLAVA,4/25/2022,
Magma Sugar Wax 1g - Purple Bay,41882,230404-003,Purple Bay,"Forever 46, LLC - 00000057DCHF00477864",4/4/2023,iLAVA,10/14/2022,
ClearGold Cartridge 500mg - Blue Dream,41868,221109-001CGBD,Blue Dream,"Forever 46, LLC - 00000057DCHF00477864",2/6/2023,iLAVA,4/25/2022,
ClearGold Cartridge 1000mg - Acapulco Gold,41924,221109-001CGAG,Acapulco Gold,"Forever 46, LLC - 00000057DCHF00477864",5/23/2023,iLAVA,11/9/2022,
ClearGold Cartridge 500mg - Acapulco Gold,41923,221109-001CGAG,Acapulco Gold,"Forever 46, LLC - 00000057DCHF00477864",5/23/2023,iLAVA,11/9/2022,
zenzona Vegan Gummies Wildberry 100mg - Indica,41918,221101-002-ZWB,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",5/17/2023,ZENZONA,11/1/2022,
ClearGold Cartridge 1000mg - Pineapple Express,41895,221109-001CGPE,Pineapple Express,"Forever 46, LLC - 00000057DCHF00477864",2/7/2023,iLAVA,4/25/2022,
ClearGold Cartridge 500mg - Pineapple Express,41894,221109-001CGPE,Pineapple Express,"Forever 46, LLC - 00000057DCHF00477864",2/7/2023,iLAVA,4/25/2022,
ClearGold Cartridge 1000mg - Strawberry Cough,41893,221109-001CGSC,Strawberry Cough,"Forever 46, LLC - 00000057DCHF00477864",5/23/2023,iLAVA,11/9/2022,
ClearGold Cartridge 500mg - Strawberry Cough,41892,221109-001CGSC,Strawberry Cough,"Forever 46, LLC - 00000057DCHF00477864",5/23/2023,iLAVA,11/9/2022,
Millionaire Gelato 7g - Value,41656,MiGe-230419.0001-W16,Millionaire Gelato,"Forever 46, LLC - 00000057DCHF00477864",5/17/2023,DTF - Downtown Flower,4/19/2023,
Molecular Live Resin Cartridge 500mg - Strawberry Cooler,41884,230131-011,Strawberry Cooler,"Forever 46, LLC - 00000057DCHF00477864",5/22/2023,iLAVA,12/27/2022,
Magma Sugar Wax 1g - Purple Bay,41882,230404-003,Purple Bay,,,iLAVA,10/14/2022,
ClearGold Cartridge 1000mg - ATF,41880,221109-001CGAT,ATF,"Forever 46, LLC - 00000057DCHF00477864",5/22/2023,iLAVA,11/9/2022,
ClearGold Cartridge 500mg - ATF,41879,221109-001CGAT,ATF,"Forever 46, LLC - 00000057DCHF00477864",5/22/2023,iLAVA,11/9/2022,
Entourage Day Gummies 100mg - Blood Orange,41870,221101-002-BO,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",5/9/2023,iLAVA,11/1/2022,
ClearGold Cartridge 500mg - Blue Dream,41868,221109-001CGBD,Blue Dream,"Forever 46, LLC - 00000057DCHF00477864",2/7/2023,iLAVA,4/25/2022,
ClearGold Cartridge 1000mg - Super Sour Diesel,41168,221109-001CGSS,Super Sour Diesel,"Forever 46, LLC - 00000057DCHF00477864",5/8/2023,iLAVA,11/9/2022,
High Scorez Sauce Infused Preroll 1.2g - Marshmellow Squirt x Kush Mints,38719,230404.0002-IPR,Marshmellow Squirt x Kush Mints,"Forever 46, LLC - 00000057DCHF00477864",4/3/2023,High Scorez,12/27/2022,
zenzona Vegan Gummies 1:1 (100mg CBD/100mg THC) Cherry - Hybrid,41809,221101-002-CH,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",5/16/2023,ZENZONA,10/31/2022,
ClearGold Cartridge 1000mg - Gelato,41788,230124-002CGGL,Gelato,"Forever 46, LLC - 00000057DCHF00477864",4/28/2023,iLAVA,10/3/2022,
ClearGold Cartridge 500mg - Gelato,41787,230124-002CGGL,Gelato,"Forever 46, LLC - 00000057DCHF00477864",4/28/2023,iLAVA,10/3/2022,
Magma Sugar Wax 1g - Mendo Dosi,41716,230314-001,Mendo Dosi,"Forever 46, LLC - 00000057DCHF00477864",5/17/2023,iLAVA,3/14/2023,
ClearGold Cartridge 1000mg - Pineapple Express,41707,221109-001CGPE,Pineapple Express,"Forever 46, LLC - 00000057DCHF00477864",2/7/2023,iLAVA,4/25/2022,
ClearGold Cartridge 500mg - Pineapple Express,41706,221109-001CGPE,Pineapple Express,"Forever 46, LLC - 00000057DCHF00477864",2/7/2023,iLAVA,4/25/2022,
Entourage Night Gummies 100mg - Watermelon,41699,221101-002-WM,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",5/15/2023,iLAVA,10/31/2022,
Lumen Budder 1g - Larry Lem OG,41692,230328-003,Larry Lem OG,"Forever 46, LLC - 00000057DCHF00477864",5/17/2023,iLAVA,3/28/2023,
Lumen Sugar Wax 1g - Marshmellow Squirt,41677,230328-004,Marshmellow Squirt,"Forever 46, LLC - 00000057DCHF00477864",5/17/2023,iLAVA,3/28/2023,
ClearGold Cartridge 1000mg - Granddaddy Purple,41663,221109-001CGGP,Granddaddy Purple,"Forever 46, LLC - 00000057DCHF00477864",3/9/2023,iLAVA,4/25/2022,
ClearGold Cartridge 500mg - Granddaddy Purple,41662,221109-001CGGP,Granddaddy Purple,"Forever 46, LLC - 00000057DCHF00477864",3/9/2023,iLAVA,4/25/2022,
Magma Sugar Wax 1g - Purple Bay,41658,230404-003,Purple Bay,"Forever 46, LLC - 00000057DCHF00477864",4/4/2023,iLAVA,10/14/2022,
Lumen Sugar Wax 1g -  Jokerz Candy,41657,230223-001,Jokerz Candy,"Forever 46, LLC - 00000057DCHF00477864",5/17/2023,iLAVA,2/23/2023,
Magma Sugar Wax 1g - Mendo Dosi,41655,230314-001,Mendo Dosi,"Forever 46, LLC - 00000057DCHF00477864",5/17/2023,iLAVA,3/14/2023,
Lumen Budder 1g - Millionaire Gelato,41653,Millionaire Gelato-221226.0001,Millionaire Gelato,"Forever 46, LLC - 00000057DCHF00477864",5/17/2023,iLAVA,12/26/2022,
ClearGold Cartridge 1000mg - Afghani,41652,221109-001CGAF,Afghani,"Forever 46, LLC - 00000057DCHF00477864",2/7/2023,iLAVA,4/25/2022,
ClearGold Cartridge 500mg - Afghani,41651,221109-001CGAF,Afghani,"Forever 46, LLC - 00000057DCHF00477864",2/7/2023,iLAVA,4/25/2022,
High Scorez Sauce Infused Preroll 1.2g - Apple Fritter x Ol Cherry,41648,230517.0004-IPR,Apple Fritter x Ol Cherry,"Forever 46, LLC - 00000057DCHF00477864",5/17/2023,High Scorez,3/1/2023,
High Scorez Sauce Infused Preroll 1.2g - Gastropop x ICS,41643,230517.0002-IPR,Gastropop x ICS,"Forever 46, LLC - 00000057DCHF00477864",5/17/2023,High Scorez,3/9/2023,
ClearGold Cartridge 1000mg - ATF,41631,221109-001CGAT,ATF,"Forever 46, LLC - 00000057DCHF00477864",5/17/2023,iLAVA,11/9/2022,
ClearGold Cartridge 500mg - ATF,41630,221109-001CGAT,ATF,"Forever 46, LLC - 00000057DCHF00477864",5/17/2023,iLAVA,11/9/2022,
iLAVA Lumen Crumble - Tangistan Kush,41612,230517-004,Tangistan Kush,,,iLAVA,4/19/2023,
iLAVA Lumen Crumble - Tangistan Kush,41609,230517-004,Tangistan Kush,"Forever 46, LLC - 00000057DCHF00477864",5/17/2023,iLAVA,4/19/2023,
zenzona Vegan Gummies Strawberry 100mg - Hybrid,41601,220822-004-ST,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",5/15/2023,ZENZONA,8/21/2022,
ClearGold Cartridge 1000mg - Forbidden Fruit,41597,230124-002CGFF,Forbidden Fruit,"Forever 46, LLC - 00000057DCHF00477864",4/28/2023,iLAVA,10/3/2022,
ClearGold Cartridge 500mg - Forbidden Fruit,41595,230124-002CGFF,Forbidden Fruit,"Forever 46, LLC - 00000057DCHF00477864",4/28/2023,iLAVA,10/3/2022,
ClearGold Cartridge 1000mg - Strawberry Cough,41587,221109-001CGSC,Strawberry Cough,"Forever 46, LLC - 00000057DCHF00477864",5/16/2023,iLAVA,11/9/2022,
ClearGold Cartridge 500mg - Strawberry Cough,41586,221109-001CGSC,Strawberry Cough,"Forever 46, LLC - 00000057DCHF00477864",5/16/2023,iLAVA,11/9/2022,
Molecular Live Resin Cartridge 500mg - DTS,41583,230131-012,DTS,"Forever 46, LLC - 00000057DCHF00477864",1/31/2023,iLAVA,12/1/2022,
zenzona Vegan Gummies 1:1 (50mg THC/50mg CBD) Yuzu - Hybrid,40452,221101-002-YUZ,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",4/23/2023,ZENZONA,11/1/2022,
ClearGold Cartridge 1000mg - Green Crack,41568,230124-002CGGC,Green Crack,"Forever 46, LLC - 00000057DCHF00477864",4/28/2023,iLAVA,10/3/2022,
ClearGold Cartridge 500mg - Green Crack,41567,230124-002CGGC,Green Crack,"Forever 46, LLC - 00000057DCHF00477864",4/28/2023,iLAVA,10/3/2022,
ClearGold Cartridge 1000mg - God's Gift,41566,230124-002CGGF,God's Gift,"Forever 46, LLC - 00000057DCHF00477864",4/28/2023,iLAVA,10/3/2022,
ClearGold Cartridge 500mg - God's Gift,41565,230124-002CGGF,God's Gift,"Forever 46, LLC - 00000057DCHF00477864",4/28/2023,iLAVA,10/3/2022,
Entourage Day Gummies 100mg - Yuzu,41537,221101-002-YZ,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",5/4/2023,iLAVA,11/1/2022,
Entourage Twilight Gummies 100mg - Blackberry,41535,221101-002-BK,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",5/8/2023,iLAVA,10/31/2022,
Molecular Live Resin Cartridge 500mg - Millionaire Gelato,41534,230131-008,Millionaire Gelato,"Forever 46, LLC - 00000057DCHF00477864",1/31/2023,iLAVA,12/15/2022,
Molecular Live Resin Cartridge 500mg - Jokers Candy,41528,221226-001LR,Jokers Candy,"Forever 46, LLC - 00000057DCHF00477864",5/15/2023,iLAVA,12/26/2022,
High Scorez Sauce Infused Preroll 1.2g - Mendo Dosi x Cali-O-Socks,41527,230515.0004-IPR,Mendo Dosi x Cali-O-Socks,"Forever 46, LLC - 00000057DCHF00477864",5/15/2023,High Scorez,3/1/2023,
High Scorez Sauce Infused Preroll 1.2g - Forest Fire x Mendo Dosi,41526,230515.0003-IPR,Forest Fire x Mendo Dosi,"Forever 46, LLC - 00000057DCHF00477864",5/15/2023,High Scorez,3/1/2023,
zenzona Vegan Gummies 2:1 (100mg THC/50mg CBD) Blueberry - Indica,41513,220822-004-BB,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",5/8/2023,ZENZONA,8/21/2022,
Magma Budder 1g - A La Oreoz,41390,230310-001,A La Oreoz,"Forever 46, LLC - 00000057DCHF00477864",5/12/2023,iLAVA,3/10/2023,
Atomic Cartridge 500mg - Jelly Donut,41386,230315-002,Jelly Donut,"Forever 46, LLC - 00000057DCHF00477864",5/12/2023,iLAVA,3/15/2023,
Magma Budder 1g - Cali-O-Socks,41384,230314-004,Cali-O-Socks,"Forever 46, LLC - 00000057DCHF00477864",5/12/2023,iLAVA,3/14/2023,
Indica PM Chocolates Dark 100mg,41346,221101-002-PMT,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",5/10/2023,INDICA PM,10/31/2022,
ClearGold Cartridge 1000mg - Cherry Pie,41329,221109-001CGCP,Cherry Pie,"Forever 46, LLC - 00000057DCHF00477864",3/9/2023,iLAVA,4/25/2022,
ClearGold Cartridge 500mg - Cherry Pie,41328,221109-001CGCP,Cherry Pie,"Forever 46, LLC - 00000057DCHF00477864",3/9/2023,iLAVA,4/25/2022,
ClearGold Cartridge 500mg - Mai Tai,41326,221109-001CGMT,Mai Tai,"Forever 46, LLC - 00000057DCHF00477864",5/12/2023,iLAVA,4/25/2022,
ClearGold Cartridge 1000mg - Mai Tai,41325,221109-001CGMT,Mai Tai,"Forever 46, LLC - 00000057DCHF00477864",5/12/2023,iLAVA,4/25/2022,
Atomic Cartridge 500mg - Jelly Donut,41321,230315-002,Jelly Donut,"Forever 46, LLC - 00000057DCHF00477864",3/15/2023,iLAVA,3/15/2023,
Indica PM Chocolates Dark 100mg,41318,220217-001-PMT,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",5/10/2023,INDICA PM,2/16/2022,
Magma Budder 1g - G-Code,39341,230215-001,G-Code,"Forever 46, LLC - 00000057DCHF00477864",4/9/2023,iLAVA,9/20/2022,
ClearGold Cartridge 1000mg - Do-Si-Dos,41316,221109-001CGDS,Dos-Si-Dos,"Forever 46, LLC - 00000057DCHF00477864",5/11/2023,iLAVA,4/25/2022,
ClearGold Cartridge 500mg - Do-Si-Dos,41315,221109-001CGDS,Dos-Si-Dos,"Forever 46, LLC - 00000057DCHF00477864",5/11/2023,iLAVA,4/25/2022,
